97,17,25,139
91,71,35,197
89,17,30,136
17,33,74,124
70,74,40,184
100,12,42,154
77,79,18,174
67,60,51,178
5,15,10,30
87,41,71,199
32,78,31,141
84,6,97,187
4,61,57,122
64,46,93,203
3,92,42,137
97,88,44,229
3,75,2,80
66,84,77,227
2,14,57,73
63,50,23,136
89,50,95,234
45,90,68,203
23,37,65,125
49,10,43,102
16,3,57,76
72,2,70,144
50,82,99,231
61,77,22,160
8,50,75,133
60,38,24,122
65,76,2,143
59,39,31,129
7,58,73,138
69,32,8,109
48,7,4,59
49,22,80,151
51,85,59,195
10,72,93,175
3,85,65,153
71,30,3,104
9,64,1,74
26,7,16,49
24,59,87,170
3,100,63,166
30,98,92,220
67,83,52,202
44,57,32,133
64,62,79,205
31,79,36,146
65,24,10,99
19,75,13,107
95,58,49,202
78,89,88,255
55,7,39,101
5,29,7,41
37,89,39,165
44,11,44,99
1,73,49,123
17,67,81,165
29,61,98,188
74,83,91,248
2,50,33,85
45,69,99,213
98,94,21,213
82,33,26,141
34,43,62,139
36,52,43,131
14,94,33,141
71,98,47,216
84,43,84,211
21,61,73,155
85,67,99,251
96,17,77,190
14,61,57,132
99,18,9,126
40,10,25,75
63,39,35,137
64,10,68,142
41,8,59,108
98,6,63,167
62,97,36,195
83,55,43,181
62,80,33,175
62,59,78,199
26,61,76,163
47,13,28,88
92,94,55,241
53,92,65,210
23,2,44,69
66,77,88,231
92,95,8,195
43,54,17,114
72,76,56,204
88,70,79,237
3,72,99,174
90,10,70,170
83,84,69,236
1,100,26,127
26,74,7,107
57,91,13,161
66,91,97,254
58,53,74,185
3,63,96,162
26,32,96,154
18,35,16,69
48,16,59,123
77,62,14,153
35,39,62,136
3,87,11,101
45,50,1,96
58,39,92,189
14,23,60,97
47,23,20,90
81,59,58,198
5,58,7,70
23,27,5,55
35,69,40,144
68,60,17,145
49,12,9,70
38,22,91,151
27,65,60,152
66,92,82,240
5,54,33,92
83,97,42,222
11,1,62,74
11,62,57,130
11,57,9,77
36,55,76,167
5,35,51,91
85,40,67,192
47,36,64,147
2,52,56,110
69,92,13,174
27,72,57,156
76,3,91,170
32,42,40,114
20,90,26,136
89,45,26,160
44,18,37,99
17,71,76,164
36,46,44,126
57,7,57,121
96,50,10,156
39,71,5,115
33,90,34,157
31,18,70,119
89,17,98,204
46,69,92,207
92,55,60,207
77,64,77,218
72,11,99,182
17,35,48,100
40,15,70,125
97,28,98,223
50,44,27,121
10,51,58,119
19,24,19,62
85,43,5,133
58,52,64,174
57,46,67,170
43,92,97,232
50,89,3,142
1,50,34,85
82,37,60,179
50,9,83,142
50,7,72,129
4,88,77,169
27,12,28,67
1,64,32,97
93,23,31,147
17,78,95,190
90,29,85,204
47,78,31,156
35,34,34,103
58,88,70,216
34,61,24,119
4,25,52,81
10,81,26,117
65,36,29,130
21,83,14,118
43,54,43,140
20,62,96,178
83,74,52,209
30,65,65,160
20,88,25,133
87,77,67,231
34,68,68,170
93,70,11,174
38,76,24,138
54,63,56,173
82,31,17,130
34,64,26,124
45,34,7,86
96,53,27,176
15,84,29,128
26,61,5,92
45,32,87,164
27,3,39,69
2,32,65,99
35,30,31,96
15,34,100,149
84,51,3,138
38,36,50,124
10,50,87,147
5,82,93,180
44,39,53,136
32,12,85,129
42,22,7,71
94,21,84,199
52,49,50,151
67,73,55,195
41,7,41,89
68,65,83,216
17,8,98,123
3,77,78,158
23,45,3,71
13,88,39,140
9,95,8,112
90,46,41,177
17,6,9,32
69,68,20,157
94,94,37,225
16,30,20,66
29,66,26,121
90,46,26,162
50,1,42,93
96,52,33,181
39,54,52,145
53,23,20,96
30,10,43,83
26,15,2,43
82,14,96,192
66,77,38,181
45,74,58,177
43,55,79,177
55,78,59,192
49,3,44,96
97,43,94,234
31,36,73,140
88,66,35,189
88,5,45,138
54,81,85,220
45,34,13,92
34,39,38,111
45,31,78,154
10,26,89,125
21,8,49,78
87,51,56,194
54,39,67,160
16,14,37,67
85,18,51,154
42,39,78,159
33,1,13,47
56,23,30,109
42,41,87,170
75,93,29,197
11,54,84,149
76,62,74,212
23,60,65,148
48,81,50,179
10,80,57,147
29,32,57,118
46,78,32,156
95,71,58,224
4,92,54,150
58,8,48,114
68,64,48,180
32,35,44,111
8,13,84,105
48,40,53,141
42,58,62,162
26,68,48,142
3,50,82,135
32,4,97,133
6,70,58,134
25,31,86,142
78,96,19,193
60,87,67,214
96,11,59,166
89,78,58,225
87,41,86,214
43,100,86,229
43,23,37,103
11,21,98,130
52,67,19,138
84,46,68,198
44,42,51,137
69,42,97,208
35,54,91,180
30,100,33,163
30,2,48,80
34,26,3,63
67,77,12,156
79,59,48,186
46,12,79,137
74,91,83,248
27,70,28,125
14,78,12,104
43,90,34,167
98,24,32,154
76,9,8,93
31,89,90,210
94,59,49,202
20,100,11,131
76,6,15,97
33,84,8,125
41,28,27,96
80,57,37,174
52,30,33,115
100,44,79,223
46,59,13,118
20,19,98,137
24,34,7,65
3,61,79,143
77,94,12,183
14,57,32,103
1,62,65,128
63,89,92,244
5,34,42,81
51,32,79,162
5,94,74,173
80,2,62,144
14,89,42,145
17,63,84,164
4,64,62,130
97,47,98,242
87,57,49,193
94,1,37,132
95,10,38,143
45,29,45,119
30,73,93,196
20,31,94,145
25,70,34,129
2,44,70,116
73,87,43,203
59,53,42,154
94,43,21,158
59,98,7,164
25,100,63,188
81,41,91,213
14,1,49,64
46,15,25,86
9,38,88,135
44,31,17,92
71,48,88,207
94,25,89,208
58,34,66,158
55,9,89,153
33,30,11,74
73,10,20,103
64,16,88,168
38,5,17,60
88,92,33,213
93,33,80,206
13,12,73,98
35,79,50,164
14,72,2,88
15,97,61,173
68,6,44,118
43,44,82,169
13,96,39,148
19,52,12,83
36,89,15,140
18,69,99,186
51,45,39,135
79,54,97,230
30,21,97,148
94,34,74,202
95,11,78,184
86,62,59,207
91,18,11,120
21,32,17,70
56,52,3,111
74,33,58,165
56,65,10,131
87,84,99,270
91,25,13,129
62,96,68,226
15,69,52,136
64,79,17,160
27,5,83,115
38,41,88,167
91,60,62,213
38,48,48,134
3,17,77,97
86,36,77,199
45,24,35,104
51,96,12,159
30,85,96,211
20,19,60,99
88,7,57,152
85,75,19,179
55,66,13,134
86,28,32,146
71,57,34,162
15,1,41,57
73,93,14,180
9,95,42,146
85,30,39,154
58,45,14,117
38,90,50,178
60,55,77,192
17,10,99,126
40,26,89,155
89,23,98,210
54,51,66,171
31,75,75,181
97,38,17,152
36,54,6,96
48,48,57,153
87,1,90,178
1,81,63,145
73,73,61,207
53,87,35,175
69,54,59,182
71,19,88,178
92,60,72,224
67,84,73,224
89,61,98,248
27,98,58,183
78,88,63,229
86,69,100,255
88,97,80,265
45,41,23,109
49,100,8,157
21,99,13,133
25,48,71,144
53,57,8,118
76,73,75,224
77,9,63,149
40,64,57,161
16,79,41,136
12,21,43,76
97,6,16,119
75,26,62,163
64,96,5,165
48,17,70,135
24,51,51,126
37,91,14,142
11,33,36,80
9,16,93,118
59,11,65,135
89,2,67,158
81,33,29,143
48,41,24,113
26,44,52,122
46,50,73,169
94,19,94,207
22,48,97,167
59,7,40,106
96,52,63,211
98,74,12,184
50,26,90,166
59,83,2,144
28,99,13,140
5,32,10,47
45,34,10,89
99,91,11,201
17,62,95,174
38,31,44,113
98,46,98,242
78,97,22,197
67,79,72,218
80,42,44,166
69,54,95,218
22,95,51,168
86,85,45,216
4,62,4,70
81,45,96,222
80,57,29,166
34,90,8,132
6,15,91,112
20,46,33,99
91,90,11,192
28,27,21,76
4,92,19,115
25,66,22,113
39,28,61,128
68,73,13,154
68,81,48,197
81,12,65,158
8,58,39,105
51,81,31,163
33,16,59,108
60,8,56,124
41,62,36,139
2,34,95,131
7,49,72,128
44,33,5,82
70,68,97,235
95,27,17,139
82,60,16,158
26,5,63,94
25,49,47,121
37,71,93,201
61,57,54,172
65,43,58,166
38,89,61,188
1,8,72,81
25,77,72,174
39,27,24,90
45,63,42,150
74,22,89,185
77,42,96,215
2,43,32,77
97,81,42,220
32,15,36,83
62,76,71,209
30,59,6,95
49,17,11,77
66,2,32,100
43,45,87,175
74,97,27,198
97,1,84,182
73,80,21,174
48,5,6,59
90,78,99,267
66,25,24,115
17,32,75,124
34,82,57,173
100,81,2,183
1,53,95,149
96,59,20,175
50,72,45,167
61,53,92,206
72,31,1,104
36,28,60,124
76,17,28,121
43,96,33,172
61,14,17,92
11,64,82,157
80,23,26,129
13,65,17,95
11,85,57,153
69,10,18,97
22,73,83,178
29,81,96,206
3,18,95,116
19,29,60,108
67,56,49,172
94,80,14,188
32,69,71,172
93,25,17,135
50,26,43,119
31,100,86,217
51,65,17,133
7,94,61,162
3,67,40,110
73,91,24,188
66,70,91,227
98,57,32,187
74,3,73,150
20,46,47,113
24,88,8,120
7,19,53,79
33,27,6,66
28,75,50,153
83,66,90,239
52,9,27,88
2,97,60,159
59,90,30,179
1,30,12,43
61,28,90,179
86,46,37,169
23,10,30,63
11,45,85,141
3,93,97,193
75,79,61,215
60,66,76,202
75,54,1,130
19,7,79,105
76,74,97,247
46,8,92,146
10,76,97,183
24,98,90,212
15,93,6,114
15,79,46,140
27,11,31,69
17,74,41,132
62,62,93,217
24,90,31,145
60,94,1,155
69,1,42,112
73,29,12,114
71,94,39,204
54,30,29,113
96,63,84,243
32,47,57,136
7,45,52,104
93,90,90,273
54,38,84,176
69,7,55,131
71,28,74,173
2,92,95,189
23,54,76,153
88,35,21,144
24,51,53,128
81,51,94,226
52,39,76,167
77,83,8,168
82,78,67,227
63,32,92,187
14,27,85,126
37,66,27,130
62,72,73,207
28,2,23,53
87,65,55,207
46,24,41,111
26,56,66,148
54,26,60,140
78,86,59,223
31,40,44,115
89,100,50,239
26,2,48,76
5,27,29,61
75,83,14,172
76,51,41,168
71,35,22,128
81,61,39,181
39,28,17,84
93,99,16,208
66,86,14,166
95,71,76,242
70,19,77,166
50,72,12,134
51,83,39,173
44,16,98,158
68,43,7,118
100,5,14,119
91,43,85,219
4,2,81,87
93,28,18,139
4,95,40,139
1,56,74,131
38,98,81,217
82,83,55,220
94,65,36,195
29,57,57,143
84,81,28,193
32,76,28,136
36,47,45,128
12,72,10,94
95,44,42,181
64,54,97,215
14,86,28,128
3,41,12,56
97,41,79,217
52,26,80,158
47,62,15,124
75,96,59,230
66,37,37,140
94,29,9,132
98,10,96,204
90,38,9,137
1,21,17,39
75,13,70,158
61,63,73,197
22,54,41,117
30,68,95,193
34,82,65,181
39,100,40,179
56,85,69,210
91,91,56,238
7,68,17,92
81,10,70,161
54,26,56,136
34,21,96,151
53,90,81,224
70,31,71,172
55,28,84,167
36,93,21,150
66,41,54,161
60,27,16,103
96,25,46,167
73,34,85,192
92,86,7,185
100,7,4,111
89,55,45,189
78,34,48,160
27,74,67,168
28,45,16,89
79,79,47,205
26,72,54,152
13,34,100,147
72,73,31,176
37,50,10,97
94,10,76,180
17,51,55,123
46,75,99,220
47,39,7,93
32,37,13,82
17,46,6,69
85,67,92,244
17,98,49,164
42,69,67,178
72,51,1,124
55,1,85,141
33,78,12,123
22,9,45,76
100,1,68,169
2,14,41,57
13,87,67,167
31,89,26,146
100,44,14,158
35,31,51,117
82,19,21,122
22,29,17,68
5,99,10,114
56,54,54,164
3,53,98,154
59,61,85,205
1,7,23,31
27,92,41,160
1,98,1,100
24,9,31,64
88,16,53,157
85,91,63,239
51,61,26,138
10,3,40,53
97,44,53,194
32,65,53,150
58,40,16,114
45,68,58,171
6,67,96,169
100,15,82,197
21,94,80,195
85,100,93,278
91,61,54,206
65,16,5,86
81,31,2,114
80,10,75,165
8,90,92,190
70,17,62,149
92,17,43,152
48,15,72,135
18,35,34,87
17,64,92,173
62,90,92,244
100,56,39,195
13,45,36,94
24,35,77,136
15,73,93,181
55,52,54,161
71,80,97,248
72,47,48,167
38,77,13,128
81,18,69,168
21,69,38,128
55,17,67,139
49,43,59,151
12,83,47,142
19,82,15,116
18,20,84,122
42,16,28,86
14,3,100,117
23,43,78,144
10,34,10,54
7,70,96,173
23,50,55,128
93,80,32,205
30,73,9,112
24,50,28,102
26,4,68,98
3,78,73,154
83,8,58,149
55,71,2,128
15,62,89,166
54,20,44,118
59,88,66,213
92,69,42,203
3,70,26,99
75,5,63,143
25,7,12,44
97,59,45,201
29,89,42,160
36,53,36,125
42,26,80,148
10,95,63,168
15,39,49,103
62,4,47,113
40,24,89,153
64,99,18,181
61,98,33,192
77,13,78,168
23,66,73,162
65,48,30,143
47,45,57,149
93,76,64,233
21,7,65,93
